"Name","Code","Last","Change","%","Vol","Buy Vol","Buy Price","Sell Price","Sell Vol","Open","High","Low","Previous Close","Value","Sector","Remarks","Timestamp"
"ChinaMilk","G86","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.24","0.0","2",,"2011-08-10 15:01:01",
"ChinaMinzhong","K2N","1.35","-0.02","-1.4814814","534.0","17.0","1.345","1.35","1.0","1.4","1.4","1.345","1.37","730270.0","2",,"2011-08-10 15:01:01",
"ChinaNTown","D4N","0.06","-0.0010","-1.6666667","1114.0","23.0","0.06","0.061","65.0","0.062","0.063","0.06","0.061","68905.0","9",,"2011-08-10 15:01:01",
"ChinaOilFld","DT2","0.036","0.0010","2.777778","246.0","240.0","0.035","0.036","5.0","0.036","0.036","0.036","0.035","8856.0","A",,"2011-08-10 15:01:01",
"ChinaPrtP","B3C","0.0","0.0","0.0","0.0","10.0","0.115","0.175","5.0","0.0","0.0","0.0","0.162","0.0","2",,"2011-08-10 15:01:01",
"Chinasing","C16","0.0","0.0","0.0","0.0","36.0","0.0060","0.0090","524.0","0.0","0.0","0.0","0.0050","0.0","A",,"2011-08-10 15:01:01",
"ChinaSsine","CH8","0.235","0.0","0.0","79.0","9.0","0.235","0.24","9.0","0.24","0.24","0.235","0.235","18695.0","2",,"2011-08-10 15:01:01",
"ChinaTaisan","F2X","0.143","-0.0050","-3.4965034","2388.0","13.0","0.141","0.143","19.0","0.143","0.145","0.14","0.148","341927.0","2",,"2011-08-10 15:01:01",
"ChinaTitan","530","0.0050","0.0","0.0","8354.0","352.0","0.0050","0.0060","18594.0","0.0050","0.0060","0.0040","0.0050","41673.0","2",,"2011-08-10 15:01:01",
"ChinaVision 2k HK$","S91","0.0","0.0","0.0","0.0","10.0","0.22","0.0","0.0","0.0","0.0","0.0","0.8","0.0","2",,"2011-08-10 15:01:01",
"ChinaYuanb","B2X","0.0","0.0","0.0","0.0","20.0","0.065","0.069","19.0","0.0","0.0","0.0","0.064","0.0","9",,"2011-08-10 15:01:01",
"ChipEngS","C29","0.395","-0.0050","-1.2658228","3529.0","512.0","0.39","0.395","111.0","0.41","0.415","0.39","0.4","1415720.0","3",,"2011-08-10 15:01:01",
"Chosen","C10","0.0","0.0","0.0","0.0","1.0","0.125","0.139","12.0","0.0","0.0","0.0","0.126","0.0","2",,"2011-08-10 15:01:01",
"ChuanHup","C33","0.23","-0.0050","-2.173913","110.0","40.0","0.225","0.23","19.0","0.23","0.23","0.23","0.235","25300.0","7",,"2011-08-10 15:01:01",
"CH Offshore","C13","0.375","0.0","0.0","515.0","26.0","0.375","0.385","36.0","0.4","0.4","0.375","0.375","200500.0","7",,"2011-08-10 15:01:01",
"CHA ADR 10US$","K3ED","0.0","0.0","0.0","0.0","1.0","58.75","59.18","1.0","0.0","0.0","0.0","61.74","0.0","7",,"2011-08-10 15:01:01",
"CHL ADR 10US$","K3PD","0.0","0.0","0.0","0.0","0.8","46.63","46.84","0.4","0.0","0.0","0.0","49.61","0.0","7",,"2011-08-10 15:01:01",
"CHT","C36","0.105","0.0020","1.904762","10.0","30.0","0.105","0.12","50.0","0.105","0.105","0.105","0.103","1050.0","2",,"2011-08-10 15:01:01",
"CHU ADR 10US$","K3ID","0.0","0.0","0.0","0.0","0.8","17.97","18.07","0.4","0.0","0.0","0.0","18.24","0.0","7",,"2011-08-10 15:01:01",
"Cityneon","5HJ","0.0","0.0","0.0","0.0","5.0","0.25","0.0","0.0","0.0","0.0","0.0","0.35","0.0","A",,"2011-08-10 15:01:01",
"CitySpring","A7RU","0.44","0.0","0.0","1398.0","310.0","0.44","0.445","258.0","0.44","0.445","0.44","0.44","619290.0","D","CR;XD","2011-08-10 15:01:01",
"CIMBASEAN40 100US$@","M62","10.34","-0.05","-0.48355898","53.3","2.9","10.3","10.35","2.5","10.39","10.39","10.29","10.39","551067.0","8",,"2011-08-10 15:01:01",
"CITYDEV","C09","10.11","0.14","1.3847677","1971.0","4.0","10.11","10.12","4.0","10.2","10.27","9.99","9.97","1.990815E7","9",,"2011-08-10 15:01:01",
"CITYDEV NCCPS","C70","1.1","-0.03","-2.7272727","6.0","30.0","1.1","1.14","30.0","1.09","1.1","1.09","1.13","6550.0","9",,"2011-08-10 15:01:01",
"CITYDEV.ES.1108@","OR1","0.0","0.0","0.0","0.0","3.0","10.04","10.16","3.0","0.0","0.0","0.0","10.09","0.0","5",,"2011-08-10 15:01:01",
"CJFertilizer","JA9","0.0","0.0","0.0","0.0","20.0","0.2","0.235","105.0","0.0","0.0","0.0","0.24","0.0","2",,"2011-08-10 15:01:01",
"CMPacific","C22","0.53","0.0050","0.9433963","27.0","12.0","0.53","0.54","88.0","0.525","0.53","0.525","0.525","14270.0","7",,"2011-08-10 15:01:01",
"CMProp 100 HK$","C03","0.0","0.0","0.0","0.0","2.0","8.88","18.0","3.0","0.0","0.0","0.0","18.0","0.0","4",,"2011-08-10 15:01:01",
"CMZ","CO0","0.185","0.0","0.0","1096.0","1104.0","0.185","0.186","60.0","0.185","0.185","0.185","0.185","202760.0","2",,"2011-08-10 15:01:01",
"CNA","5GC","0.0","0.0","0.0","0.0","70.0","0.12","0.145","22.0","0.0","0.0","0.0","0.14","0.0","A",,"2011-08-10 15:01:01",
"Cogent","KJ9","0.13","0.0","0.0","14.0","1.0","0.13","0.138","10.0","0.13","0.13","0.13","0.13","1820.0","A",,"2011-08-10 15:01:01",
"Colex","567","0.0","0.0","0.0","0.0","15.0","0.083","0.0","0.0","0.0","0.0","0.0","0.09","0.0","A",,"2011-08-10 15:01:01",
"CombWill 100","N0Z","1.58","-0.1","-6.329114","1.0","4.0","1.3","1.57","3.0","1.58","1.58","1.58","1.68","1580.0","2",,"2011-08-10 15:01:01",
"ComfortD.ES.1108@","OR7","0.0","0.0","0.0","0.0","20.0","1.275","1.3","20.0","0.0","0.0","0.0","0.0","0.0","5",,"2011-08-10 15:01:01",
"ComfortDelGro","C52","1.285","-0.03","-2.3346305","7420.0","11.0","1.285","1.29","19.0","1.32","1.325","1.28","1.315","9643615.0","7",,"2011-08-10 15:01:01",
"CommDesign","5HT","0.0","0.0","0.0","0.0","200.0","0.035","0.045","10.0","0.0","0.0","0.0","0.04","0.0","A",,"2011-08-10 15:01:01",
"Compact","C02","0.0040","0.0","0.0","1276.0","1726.0","0.0040","0.0050","13708.0","0.0040","0.0040","0.0040","0.0040","5104.0","2",,"2011-08-10 15:01:01",
"Consciencefood","L1D","0.225","0.0","0.0","588.0","170.0","0.225","0.23","36.0","0.23","0.235","0.225","0.225","135270.0","2",,"2011-08-10 15:01:01",
"Contel Corp","OJ4","0.305","0.0050","1.6393442","3723.0","44.0","0.3","0.305","80.0","0.305","0.315","0.29","0.3","1139905.0","2",,"2011-08-10 15:01:01",
"Contel Corp 100","OJ5","0.0","0.0","0.0","0.0","1.2","0.22","0.0","0.0","0.0","0.0","0.0","0.29","0.0","2",,"2011-08-10 15:01:01",
"Cortina","C41","0.0","0.0","0.0","0.0","4.0","0.4","0.47","4.0","0.0","0.0","0.0","0.49","0.0","4",,"2011-08-10 15:01:01",
"CoscoCorp","F83","1.265","-0.03","-2.3715415","33655.0","287.0","1.26","1.265","104.0","1.335","1.35","1.255","1.295","4.4224476E7","7",,"2011-08-10 15:01:01",
"CoscoCorp.ES.1108@","OR0","0.0","0.0","0.0","0.0","15.0","1.25","1.275","15.0","0.0","0.0","0.0","1.29","0.0","5",,"2011-08-10 15:01:01",
"Cosmosteel","B9S","0.13","-0.0010","-0.7692308","94.0","3.0","0.13","0.151","170.0","0.126","0.13","0.126","0.131","11911.0","4",,"2011-08-10 15:01:01",
"Cougar","F86","0.23","0.0","0.0","43.0","5.0","0.23","0.25","18.0","0.23","0.23","0.23","0.23","9890.0","7",,"2011-08-10 15:01:01",
"CourageMa","E91","0.11","-0.0040","-3.6363637","476.0","91.0","0.105","0.111","90.0","0.115","0.115","0.11","0.114","53821.0","7",,"2011-08-10 15:01:01",
"CPH","539","0.0070","0.0","0.0","585.0","6879.0","0.0060","0.0070","15.0","0.0070","0.0070","0.0070","0.0070","4095.0","2",,"2011-08-10 15:01:01",
"CraftP","541","0.0","0.0","0.0","0.0","37.0","0.02","0.027","39.0","0.0","0.0","0.0","0.024","0.0","2",,"2011-08-10 15:01:01",
"Creative 50","C76","2.55","-0.05","-1.9607843","89.6","3.75","2.54","2.56","0.75","2.6","2.6","2.54","2.6","230314.0","2",,"2011-08-10 15:01:01",
"CreativMast^","C35","0.07","0.01","14.285714","235.0","15.0","0.055","0.067","165.0","0.059","0.07","0.059","0.06","14381.0","2",,"2011-08-10 15:01:01",
"CSC","C06","0.112","0.0020","1.7857143","930.0","50.0","0.111","0.113","100.0","0.115","0.115","0.11","0.11","104154.0","3","CD","2011-08-10 15:01:01",
"CSE Global","544","1.08","0.04","3.7037036","613.0","22.0","1.08","1.085","51.0","1.085","1.09","1.07","1.04","660885.0","A",,"2011-08-10 15:01:01",
"CTRP ADR 10US$+","K3RD","0.0","0.0","0.0","0.0","2.25","38.28","38.5","1.0","0.0","0.0","0.0","37.42","0.0","A",,"2011-08-10 15:01:01",
"CWT","C14","1.135","-0.025","-2.2026432","1159.0","40.0","1.135","1.14","30.0","1.17","1.19","1.135","1.16","1344895.0","7",,"2011-08-10 15:01:01",
"CYOU ADR 10US$+","K3JD","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","31.56","0.0","A",,"2011-08-10 15:01:01",
"DairyFarm 900 US$","D01","8.02","-0.44","-5.486284","91.8","2.7","8.01","8.02","3.6","8.39","8.39","7.99","8.46","740430.0","4","CD","2011-08-10 15:01:01",
"Daiwa ShariaJ100US$@","F1F","8.08","-0.16","-1.980198","20.0","10.0","8.06","8.1","10.0","8.08","8.08","8.08","8.24","161600.0","8",,"2011-08-10 15:01:01",
"Dapai","FP1","0.054","-0.0070","-12.962963","3003.0","100.0","0.053","0.057","20.0","0.056","0.064","0.054","0.061","170644.0","2",,"2011-08-10 15:01:01",
"Darco","5CB","0.0","0.0","0.0","0.0","120.0","0.053","0.06","150.0","0.0","0.0","0.0","0.053","0.0","A",,"2011-08-10 15:01:01",
"Datapulse","D04","0.2","-0.0050","-2.5","406.0","80.0","0.195","0.2","57.0","0.205","0.205","0.2","0.205","81880.0","2",,"2011-08-10 15:01:01",
"DBS","D05","13.98","0.04","0.28612304","10396.0","43.0","13.98","13.99","112.0","14.0","14.08","13.96","13.94","1.45556032E8","8","XD","2011-08-10 15:01:01",
"DBS Bk 4.7% NCPS 100","MU7","104.9","0.09","0.085796","9.9","1.6","104.85","104.95","0.3","104.8","105.8","104.8","104.81","1039347.0","8",,"2011-08-10 15:01:01",
"DBS STI ETF 100@","G3B","2.91","-0.03","-1.0309278","195.0","14.5","2.9","2.92","1275.0","2.92","2.99","2.9","2.94","572860.0","8",,"2011-08-10 15:01:01",
"DBS.ES.1108@","OQ9","0.0","0.0","0.0","0.0","3.0","13.9","14.06","3.0","0.0","0.0","0.0","14.05","0.0","5","XD","2011-08-10 15:01:01",
"DBXT AUD Bonds 5AU$@","K6Y","0.0","0.0","0.0","0.0","0.5","167.17","167.92","1.0","0.0","0.0","0.0","168.9","0.0","8",,"2011-08-10 15:01:01",
"DBXT AUDMM 5AU$@","KV5","196.5","-0.1","-0.050890584","8.0","1.0","196.51","196.61","0.5","196.5","196.5","196.5","196.6","1572000.0","8",,"2011-08-10 15:01:01",
"DBXT AUDMM 5SG$@","KV7","0.0","0.0","0.0","0.0","0.5","246.47","246.77","0.5","0.0","0.0","0.0","248.46","0.0","8",,"2011-08-10 15:01:01",
"DBXT AUDMM 5US$@","KV6","0.0","0.0","0.0","0.0","0.5","203.63","203.88","0.5","0.0","0.0","0.0","206.08","0.0","8",,"2011-08-10 15:01:01",
"DBXT China25 10US$@","HD8","27.36","-0.68","-2.4853802","75.0","2.0","27.01","27.08","2.0","27.1","28.34","26.96","28.04","2062510.0","8",,"2011-08-10 15:01:01",
"DBXT CSI300 10US$@","KT4","9.36","0.13","1.388889","245.17","10.0","9.32","9.35","10.0","9.44","9.58","8.7","9.23","2291596.0","8",,"2011-08-10 15:01:01",
"DBXT DBCBDJUBS10US$@","L5F","38.38","0.0","0.0","0.03","1.5","36.32","36.5","1.5","38.38","38.38","38.38","38.38","1151.0","8",,"2011-08-10 15:01:01",
"DBXT DBCBLEB 10US$@","L5G","22.98","0.0","0.0","0.06","2.5","21.62","21.72","2.5","22.98","22.98","22.98","22.98","1378.0","8",,"2011-08-10 15:01:01",
"DBXT DBLCI-OY 5US$@","J0S","40.92","0.0","0.0","0.035","1.5","40.56","40.74","1.5","40.92","40.92","40.92","40.92","1432.0","8",,"2011-08-10 15:01:01",
"DBXT E50 10US$@","IH0","37.31","-0.57","-1.5277405","38.68","1.4","37.7","37.78","1.4","37.44","37.76","37.19","37.88","1448146.0","8",,"2011-08-10 15:01:01",
"DBXT EONIA 5US$@","KV8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","200.9","0.0","8",,"2011-08-10 15:01:01",
"DBXT iBoxxKR 5US$@","KT2","0.0","0.0","0.0","0.0","0.4","131.2","132.3","0.4","0.0","0.0","0.0","133.84","0.0","8",,"2011-08-10 15:01:01",
"DBXT iBoxxSing5SG$@","KV4","0.0","0.0","0.0","0.0","0.5","126.74","127.24","0.5","0.0","0.0","0.0","125.89","0.0","8",,"2011-08-10 15:01:01",
"DBXT iBoxxSvEu5US$@","KF6","242.21","2.68","1.1064779","1.0","0.5","242.01","243.09","0.5","242.0","242.21","242.0","239.53","242105.0","8",,"2011-08-10 15:01:01",
"DBXT iBoxxUSTr 5US$@","KF7","0.0","0.0","0.0","0.0","0.5","198.62","199.52","1.0","0.0","0.0","0.0","196.66","0.0","8",,"2011-08-10 15:01:01",
"DBXT MSAsExJp10US$@","IH1","30.03","-0.72","-2.3976023","61.59","2.0","30.04","30.1","2.0","30.65","30.86","29.96","30.75","1869175.0","8",,"2011-08-10 15:01:01",
"DBXT MSAXJHDY 10US$@","N2F","0.0","0.0","0.0","0.0","50.0","1.62","1.624","50.0","0.0","0.0","0.0","1.838","0.0","8",,"2011-08-10 15:01:01",
"DBXT MSBrazil 10US$@","J0O","5.9","-0.18","-3.0508473","8.51","10.0","5.89","5.91","10.0","5.91","5.91","5.89","6.08","50180.0","8",,"2011-08-10 15:01:01",
"DBXT MSCHINA 10US$@","LG9","11.04","-0.12","-1.0869565","85.0","8.75","10.9","10.93","5.0","10.97","11.5","10.97","11.16","946300.0","8",,"2011-08-10 15:01:01",
"DBXT MSEmer 10US$@","J0M","3.84","-0.04","-1.0416667","16.36","16.0","3.82","3.83","16.0","4.0","4.0","3.84","3.88","63636.0","8",,"2011-08-10 15:01:01",
"DBXT MSEmerAsi10US$@","J0N","3.61","-0.14","-3.8781164","0.74","17.0","3.57","3.58","17.0","3.75","3.75","3.61","3.75","2723.0","8",,"2011-08-10 15:01:01",
"DBXT MSEurope 10US$@","IH3","42.66","0.34","0.7969995","14.4","1.2","42.62","42.72","1.2","42.86","42.86","42.2","42.32","612840.0","8",,"2011-08-10 15:01:01",
"DBXT MSINDIA 10US$@","LG8","9.31","0.1","1.0741138","70.7","20.5","9.31","9.35","5.5","9.27","9.4","9.27","9.21","657956.0","8",,"2011-08-10 15:01:01",
"DBXT MSINDO 10US$@","KJ7","15.52","-0.2","-1.2886598","207.13","0.62","15.51","15.55","10.0","15.71","15.75","15.23","15.72","3217628.0","8",,"2011-08-10 15:01:01",
"DBXT MSJAP 10US$@","LF2","37.22","0.15","0.40300915","7.7","1.5","37.29","37.38","1.5","37.26","37.29","37.08","37.07","286391.0","8",,"2011-08-10 15:01:01",
"DBXT MSKorea 10US$@","IH2","52.7","-2.4","-4.55408","5.39","1.3","52.31","52.44","1.3","53.93","53.93","52.7","55.1","289647.0","8",,"2011-08-10 15:01:01",
"DBXT MSMSIA 10US$@","LG6","12.9","0.0","0.0","31.22","5.0","12.75","12.79","3.0","12.9","12.9","12.74","12.9","400874.0","8",,"2011-08-10 15:01:01",
"DBXT MSPacExJp10US$@","J0Q","0.0","0.0","0.0","0.0","16.0","4.09","4.1","16.0","0.0","0.0","0.0","3.99","0.0","8",,"2011-08-10 15:01:01",
"DBXT MSPHILS 10 US$@","N2E","1.282","-0.012","-0.93603754","245.0","10.0","1.284","1.287","10.0","1.253","1.306","1.253","1.294","314665.0","8",,"2011-08-10 15:01:01",
"DBXT MSRussia 10US$@","J0R","3.16","-0.18","-5.6962023","76.37","25.0","3.16","3.17","25.0","3.27","3.27","3.16","3.34","242375.0","8",,"2011-08-10 15:01:01",
"DBXT MSTaiwan 10US$@","HD7","17.65","0.14","0.79320115","47.3","4.2","17.62","17.68","4.2","17.7","17.7","17.43","17.51","830986.0","8",,"2011-08-10 15:01:01",
"DBXT MSTHAI 10US$@","LG7","16.56","-0.45","-2.7173915","119.36","5.0","16.5","16.57","5.0","16.91","16.91","16.42","17.01","1984830.0","8",,"2011-08-10 15:01:01",
"DBXT MSUSA 10US$@","KF8","28.05","-0.58","-2.0677361","18.0","3.0","28.11","28.16","8.0","28.24","28.24","28.05","28.63","507360.0","8",,"2011-08-10 15:01:01",
"DBXT MSWorld 10US$@","J0P","2.91","-0.03","-1.0309278","1.85","20.0","2.91","2.92","20.0","2.91","2.91","2.91","2.94","5383.0","8",,"2011-08-10 15:01:01",
"DBXT Nifty 10US$@","HE0","116.51","0.14","0.120161355","10.22","0.5","115.94","116.37","0.5","115.62","116.81","115.62","116.37","1187012.0","8",,"2011-08-10 15:01:01",
"DBXT S&P500 10US$@","K6K","18.59","-0.19","-1.0220549","10.05","6.0","18.59","18.65","6.0","18.7","18.7","18.59","18.78","187381.0","8",,"2011-08-10 15:01:01",
"DBXT S&PShort10US$@","HD6","46.86","0.02","0.042680323","26.8","1.5","46.78","46.84","5.0","46.84","47.0","46.55","46.84","1252744.0","8",,"2011-08-10 15:01:01",
"DBXT SORA 5SG$@","KJ6","0.0","0.0","0.0","0.0","5.0","107.66","107.71","5.0","0.0","0.0","0.0","0.0","0.0","8",,"2011-08-10 15:01:01",
"DBXT SPASX200 10US$@","LF1","0.0","0.0","0.0","0.0","2.0","31.34","31.44","2.0","0.0","0.0","0.0","30.3","0.0","8",,"2011-08-10 15:01:01",
"DBXT STGLDv 10US$@","KT3","26.08","-0.24","-0.9202454","1.85","1.8","25.97","26.08","1.8","26.32","26.32","26.08","26.32","48284.0","8",,"2011-08-10 15:01:01",
"DBXT USDIGInfl5US$@","KF5","0.0","0.0","0.0","0.0","0.3","264.1","265.9","0.3","0.0","0.0","0.0","263.53","0.0","8",,"2011-08-10 15:01:01",
"DBXT USDMM 5US$@","IH4","0.0","0.0","0.0","0.0","3.0","170.85","170.88","3.0","0.0","0.0","0.0","170.88","0.0","8",,"2011-08-10 15:01:01",
"DBXT Vietnam 10US$@","HD9","24.35","-0.92","-3.778234","46.92","2.0","24.27","24.34","2.0","24.56","25.08","24.35","25.27","1165304.0","8",,"2011-08-10 15:01:01",
"DCM ADR 10US$","N6ED","0.0","0.0","0.0","0.0","0.7","17.8","0.0","0.0","0.0","0.0","0.0","18.08","0.0","7",,"2011-08-10 15:01:01",
"Debao","K2M","0.0","0.0","0.0","0.0","20.0","0.089","0.119","20.0","0.0","0.0","0.0","0.125","0.0","9",,"2011-08-10 15:01:01",
"Del Monte","D03","0.435","-0.0050","-1.1494253","2.0","55.0","0.4","0.435","56.0","0.435","0.435","0.435","0.44","870.0","2",,"2011-08-10 15:01:01",
"DelongH","B1N","0.375","-0.015","-4.0","12.0","4.0","0.345","0.375","12.0","0.35","0.375","0.35","0.39","4225.0","2",,"2011-08-10 15:01:01",
"Des Studio","D11","0.0","0.0","0.0","0.0","5.0","0.5","0.58","20.0","0.0","0.0","0.0","0.6","0.0","2",,"2011-08-10 15:01:01",
"Devotion","D08","0.07","0.0050","7.142857","79.0","141.0","0.07","0.075","100.0","0.07","0.07","0.07","0.065","5530.0","2",,"2011-08-10 15:01:01",
"Digiland","G77","0.0020","0.0010","50.0","3761.0","452065.0","0.0010","0.0020","12220.0","0.0020","0.0020","0.0020","0.0010","7522.0","4",,"2011-08-10 15:01:01",
"DMX Tech","5CH","0.27","-0.015","-5.5555553","2637.0","251.0","0.265","0.27","19.0","0.29","0.29","0.27","0.285","738525.0","A",,"2011-08-10 15:01:01",
"Dragon Gp","MT1","0.0","0.0","0.0","0.0","188.0","0.038","0.063","100.0","0.0","0.0","0.0","0.045","0.0","4",,"2011-08-10 15:01:01",
"DTAC 200US$","B2W","2.28","0.0","0.0","8.0","6.0","2.25","2.45","4.0","2.28","2.28","2.28","2.28","18240.0","7",,"2011-08-10 15:01:01",
"Dukang","GJ8","0.49","-0.01","-2.0408163","25.0","20.0","0.46","0.49","5.0","0.49","0.49","0.49","0.5","12250.0","2",,"2011-08-10 15:01:01",
"Dutech","CZ4","0.15","-0.015","-10.0","45.0","79.0","0.156","0.17","2.0","0.15","0.15","0.15","0.165","6750.0","2",,"2011-08-10 15:01:01",
"DutyFree","5SO","0.0","0.0","0.0","0.0","8.0","0.255","0.305","8.0","0.0","0.0","0.0","0.31","0.0","A","XD","2011-08-10 15:01:01",
"Dyna-Mac","NO4","0.485","0.0050","1.0309278","11496.0","100.0","0.485","0.49","529.0","0.495","0.51","0.485","0.48","5716010.0","A",,"2011-08-10 15:01:01",
"Dynamic","D6U","0.094","-0.019","-20.212767","8.0","4.0","0.094","0.115","8.0","0.094","0.094","0.094","0.113","752.0","2","CD","2011-08-10 15:01:01",
"EasternH","5KU","0.14","-0.0090","-6.428571","89.0","6.0","0.14","0.0","0.0","0.141","0.141","0.133","0.149","12135.0","2","XD","2011-08-10 15:01:01",
"EastGateTech^","N0L","0.033","0.0010","3.030303","5855.0","1270.0","0.032","0.033","448.0","0.033","0.033","0.032","0.032","192765.0","2",,"2011-08-10 15:01:01",
"EcoWise","5CT","0.105","-0.0050","-4.7619047","3740.0","50.0","0.104","0.105","101.0","0.115","0.115","0.105","0.11","414622.0","A",,"2011-08-10 15:01:01",
"ECS","E18","0.715","0.01","1.3986014","169.0","20.0","0.71","0.715","7.0","0.715","0.74","0.71","0.705","122170.0","A",,"2011-08-10 15:01:01",
"EDMI","5DR","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.365","0.0","2",,"2011-08-10 15:01:01",
"Elec US$","E16","3.3","-0.01","-0.3030303","71.0","1.0","3.3","3.33","3.0","3.31","3.4","3.3","3.31","235960.0","2","CD","2011-08-10 15:01:01",
"Elektromotive","5KX","0.013","0.0","0.0","1231.0","9749.0","0.012","0.013","2131.0","0.013","0.013","0.013","0.013","16003.0","2",,"2011-08-10 15:01:01",
"Elite KSB","550","0.255","-0.01","-3.9215686","80.0","50.0","0.26","0.3","44.0","0.255","0.255","0.255","0.265","20400.0","4",,"2011-08-10 15:01:01",
"Ellipsiz","E13","0.098","-0.0040","-4.0816326","287.0","415.0","0.098","0.1","273.0","0.1","0.1","0.098","0.102","28306.0","A",,"2011-08-10 15:01:01",
"EMS Ener","5DE","0.04","0.0","0.0","685.0","114.0","0.038","0.04","48.0","0.041","0.041","0.04","0.04","28000.0","A",,"2011-08-10 15:01:01",
"EnGro Corp","S44","0.0","0.0","0.0","0.0","3.0","0.715","0.81","9.0","0.0","0.0","0.0","0.71","0.0","2",,"2011-08-10 15:01:01",
"Enviro-Hub","L23","0.113","-0.0060","-5.309735","630.0","20.0","0.109","0.113","30.0","0.11","0.113","0.107","0.119","69170.0","2",,"2011-08-10 15:01:01",
"Epicentre","5MQ","0.55","0.0050","0.9090909","227.0","4.0","0.545","0.55","20.0","0.56","0.56","0.545","0.545","124360.0","4",,"2011-08-10 15:01:01",
"Equation","532","0.026","-0.0010","-3.8461537","7042.0","940.0","0.026","0.027","1317.0","0.027","0.028","0.026","0.027","193151.0","2",,"2011-08-10 15:01:01",
"Eratat","FO8","0.152","-0.0040","-2.6315792","303.0","95.0","0.152","0.154","83.0","0.159","0.159","0.152","0.156","46966.0","2",,"2011-08-10 15:01:01",
"ES Group","5RC","0.0","0.0","0.0","0.0","0.0","0.0","0.23","1.0","0.0","0.0","0.0","0.23","0.0","2",,"2011-08-10 15:01:01",
"Etika","5FR","0.33","-0.04","-12.121212","62.0","76.0","0.33","0.36","48.0","0.33","0.34","0.33","0.37","20610.0","2",,"2011-08-10 15:01:01",
"Eucon","E27","0.022","-0.0020","-9.090909","10.0","116.0","0.022","0.025","75.0","0.022","0.022","0.022","0.024","220.0","A",,"2011-08-10 15:01:01",
"EuNetw cb130401","5QIB","0.0","0.0","0.0","0.0","222.0","0.5","0.0","0.0","0.0","0.0","0.0","0.5","0.0","5",,"2011-08-10 15:01:01",
"EuNetworks","H23","0.016","0.0010","6.25","30422.0","3122.0","0.016","0.017","11220.0","0.015","0.016","0.015","0.015","477017.0","A","XR","2011-08-10 15:01:01",
"Europtron","E23","0.0","0.0","0.0","0.0","100.0","0.022","0.024","227.0","0.0","0.0","0.0","0.023","0.0","2",,"2011-08-10 15:01:01",
"EuYanSang","E02","0.745","-0.015","-2.0134227","168.0","10.0","0.745","0.75","25.0","0.755","0.76","0.74","0.76","127000.0","4",,"2011-08-10 15:01:01",
"Excelpoint","E17","0.0","0.0","0.0","0.0","100.0","0.049","0.051","20.0","0.0","0.0","0.0","0.052","0.0","4",,"2011-08-10 15:01:01",
