"Name","Code","Last","Change","%","Vol","Buy Vol","Buy Price","Sell Price","Sell Vol","Open","High","Low","Previous Close","Value","Sector","Remarks","Timestamp"
"F & N.ES.1108@","OQ7","0.0","0.0","0.0","0.0","6.0","5.38","5.46","6.0","0.0","0.0","0.0","0.0","0.0","5",,"2011-08-10 15:01:01",
"F&NTrea 2.48%b160328","NU6Z","0.0","0.0","0.0","0.0","10.0","0.1","0.0","0.0","0.0","0.0","0.0","1.01","0.0","5",,"2011-08-10 15:01:01",
"F&NTrea 3.15%b180328","NU7Z","1.003","-0.0010","-0.0997009","74.0","11.0","1.002","1.005","67.0","1.005","1.005","1.003","1.004","74258.0","5",,"2011-08-10 15:01:01",
"Fabchem","I54","0.0","0.0","0.0","0.0","15.0","0.125","0.15","7.0","0.0","0.0","0.0","0.13","0.0","2","XD","2011-08-10 15:01:01",
"FalconEne","5FL","0.24","-0.0050","-2.0833335","899.0","140.0","0.24","0.245","40.0","0.26","0.26","0.24","0.245","222400.0","4",,"2011-08-10 15:01:01",
"Falmac","559","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.06","0.0","2",,"2011-08-10 15:01:01",
"Far East Grp","5TJ","0.0","0.0","0.0","0.0","10.0","0.235","0.255","50.0","0.0","0.0","0.0","0.265","0.0","A",,"2011-08-10 15:01:01",
"Fastube","5IH","0.0","0.0","0.0","0.0","75.0","0.01","0.03","15.0","0.0","0.0","0.0","0.03","0.0","2",,"2011-08-10 15:01:01",
"FDS Netw^","F07","0.0","0.0","0.0","0.0","82.0","0.027","0.038","18.0","0.0","0.0","0.0","0.033","0.0","A",,"2011-08-10 15:01:01",
"Federal","F20","0.046","-0.0020","-4.347826","443.0","323.0","0.046","0.048","130.0","0.046","0.047","0.046","0.048","20487.0","4",,"2011-08-10 15:01:01",
"FibreChem","F12","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.105","0.0","2",,"2011-08-10 15:01:01",
"FibreChem NCPS","DK2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.11","0.0","2",,"2011-08-10 15:01:01",
"First REIT","AW9U","0.755","-0.0050","-0.66225165","2974.0","15.0","0.755","0.76","366.0","0.765","0.775","0.755","0.76","2264655.0","9",,"2011-08-10 15:01:01",
"FirstLink^","S82","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.02","0.0","1",,"2011-08-10 15:01:01",
"FirstRes","EB5","1.25","-0.03","-2.4","1928.0","23.0","1.25","1.255","54.0","1.28","1.295","1.25","1.28","2440205.0","B",,"2011-08-10 15:01:01",
"Fischer","F22","0.0","0.0","0.0","0.0","20.0","0.083","0.097","20.0","0.0","0.0","0.0","0.095","0.0","2",,"2011-08-10 15:01:01",
"FJBen","F10","0.325","0.0050","1.5384616","549.0","60.0","0.32","0.325","65.0","0.33","0.335","0.32","0.32","180685.0","4",,"2011-08-10 15:01:01",
"FMCN ADR 10US$+","N6CD","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4",,"2011-08-10 15:01:01",
"Food Junc","529","0.192","-0.0030","-1.5625","120.0","20.0","0.191","0.192","6.0","0.192","0.199","0.192","0.195","23138.0","6",,"2011-08-10 15:01:01",
"FoodEmpire","F03","0.35","0.01","2.857143","49.0","10.0","0.345","0.35","18.0","0.345","0.35","0.345","0.34","17085.0","2",,"2011-08-10 15:01:01",
"Foreland","B0I","0.118","-0.0070","-5.932204","450.0","50.0","0.118","0.121","9.0","0.122","0.122","0.121","0.125","54650.0","2",,"2011-08-10 15:01:01",
"Fortune Reit HK$","F25U","3.7","-0.02","-0.5405405","378.0","5.0","3.7","3.71","3.0","3.64","3.75","3.64","3.72","1405330.0","9",,"2011-08-10 15:01:01",
"Fragrance","F31","0.31","-0.0050","-1.6129032","1843.0","247.0","0.305","0.315","380.0","0.32","0.32","0.31","0.315","580985.0","9",,"2011-08-10 15:01:01",
"Frasers Comm","ND8U","0.805","-0.0050","-0.621118","1327.0","276.0","0.8","0.805","139.0","0.8","0.815","0.8","0.81","1068880.0","9",,"2011-08-10 15:01:01",
"Frasers CommCPPU 500","KT8U","0.975","-0.0050","-0.5128205","12.0","48.0","0.975","0.98","2.0","0.97","0.975","0.97","0.98","11690.0","9",,"2011-08-10 15:01:01",
"FrasersCT","J69U","1.455","-0.015","-1.0309278","826.0","23.0","1.455","1.46","114.0","1.45","1.47","1.45","1.47","1202010.0","9",,"2011-08-10 15:01:01",
"FreightLinks","F01","0.054","-0.0010","-1.8518518","1353.0","808.0","0.053","0.054","378.0","0.055","0.055","0.053","0.055","73730.0","7",,"2011-08-10 15:01:01",
"Frencken","E28","0.275","-0.0050","-1.8181818","297.0","20.0","0.27","0.28","23.0","0.28","0.285","0.275","0.28","82915.0","2",,"2011-08-10 15:01:01",
"Friven","5RF","0.0","0.0","0.0","0.0","30.0","0.046","0.058","30.0","0.0","0.0","0.0","0.061","0.0","2",,"2011-08-10 15:01:01",
"FSL Trust","D8DU","0.305","-0.02","-6.557377","997.0","283.0","0.305","0.31","20.0","0.325","0.325","0.305","0.325","313055.0","7",,"2011-08-10 15:01:01",
"Fu Yu","F13","0.067","-0.0030","-4.477612","100.0","120.0","0.067","0.07","6.0","0.067","0.067","0.067","0.07","6700.0","2",,"2011-08-10 15:01:01",
"Fuji Offs","508","0.0","0.0","0.0","0.0","1.0","0.23","0.0","0.0","0.0","0.0","0.0","0.33","0.0","2",,"2011-08-10 15:01:01",
"FujianZY","5KT","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.225","0.0","2",,"2011-08-10 15:01:01",
"Full Apex","F18","0.13","0.0","0.0","67.0","17.0","0.13","0.131","100.0","0.13","0.13","0.13","0.13","8710.0","2",,"2011-08-10 15:01:01",
"Fung Choi","F11","0.0","0.0","0.0","0.0","39.0","0.121","0.13","20.0","0.0","0.0","0.0","0.127","0.0","2",,"2011-08-10 15:01:01",
"Fuxing","DC9","0.095","-0.0040","-4.2105265","1698.0","8.0","0.095","0.097","5.0","0.094","0.096","0.094","0.099","160321.0","2",,"2011-08-10 15:01:01",
"G K Goh","G41","0.59","0.01","1.6949153","285.0","5.0","0.59","0.595","5.0","0.58","0.6","0.58","0.58","169555.0","8",,"2011-08-10 15:01:01",
"Gallant","5IG","0.34","-0.0050","-1.4705882","7254.0","932.0","0.335","0.34","611.0","0.35","0.36","0.335","0.345","2532220.0","1",,"2011-08-10 15:01:01",
"GblYellowPgs","Y07","0.0","0.0","0.0","0.0","80.0","0.125","0.13","63.0","0.0","0.0","0.0","0.13","0.0","2",,"2011-08-10 15:01:01",
"GDR Accentia US$ S","E8Q","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","A",,"2011-08-10 15:01:01",
"GDR BombayRayon US$S","J0I","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2",,"2011-08-10 15:01:01",
"GDR Confidence US$ S","E6B","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2",,"2011-08-10 15:01:01",
"GDR Easun US$ S","EM1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2",,"2011-08-10 15:01:01",
"GDR K.S.Oils US$ S","DZ9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2",,"2011-08-10 15:01:01",
"GDR Karuturi US$ S","MP1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","B",,"2011-08-10 15:01:01",
"GDR OCI US$ A","N9H","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2",,"2011-08-10 15:01:01",
"GDR OCI US$ R","N9I","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2",,"2011-08-10 15:01:01",
"GDR Visesh US$ S","EP5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","A",,"2011-08-10 15:01:01",
"GDR Vyapar US$ S","EH4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2",,"2011-08-10 15:01:01",
"GDR Websol US$ S","C3G","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2",,"2011-08-10 15:01:01",
"Gems TV^","AM3","0.011","-0.0010","-9.090909","275.0","1184.0","0.011","0.012","591.0","0.011","0.012","0.011","0.012","3075.0","4",,"2011-08-10 15:01:01",
"Genting HK US$","S21","0.375","0.0","0.0","15965.0","1082.0","0.37","0.375","664.0","0.385","0.395","0.37","0.375","6089420.0","7",,"2011-08-10 15:01:01",
"Genting SP","G13","1.72","0.02","1.1627907","125671.0","2148.0","1.72","1.725","2292.0","1.73","1.755","1.715","1.7","2.1850608E8","A",,"2011-08-10 15:01:01",
"Genting SP.ES.1108@","OQ6","0.0","0.0","0.0","0.0","30.0","1.705","1.73","30.0","0.0","0.0","0.0","1.875","0.0","5",,"2011-08-10 15:01:01",
"Giken","542","0.0","0.0","0.0","0.0","65.0","0.033","0.043","15.0","0.0","0.0","0.0","0.038","0.0","2",,"2011-08-10 15:01:01",
"Globa","G11","0.0","0.0","0.0","0.0","1001.0","0.0030","0.0050","369.0","0.0","0.0","0.0","0.0040","0.0","4",,"2011-08-10 15:01:01",
"Global Palm","K6J","0.25","0.0","0.0","40.0","20.0","0.245","0.26","119.0","0.25","0.25","0.24","0.25","9850.0","B",,"2011-08-10 15:01:01",
"GlobalInv","B73","0.149","-0.0020","-1.3422818","1054.0","260.0","0.148","0.15","498.0","0.15","0.151","0.149","0.151","158190.0","8",,"2011-08-10 15:01:01",
"GlobalMaster US$ S","CH9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8",,"2011-08-10 15:01:01",
"GlobalTest","G31","0.06","-0.0010","-1.6666667","381.0","94.0","0.06","0.062","50.0","0.06","0.06","0.06","0.061","22860.0","A",,"2011-08-10 15:01:01",
"GLD 10US$@","O87","170.53","4.23","2.480502","46.45","1.0","170.35","170.56","1.0","170.44","171.36","169.93","166.3","7943777.0","8",,"2011-08-10 15:01:01",
"GLP","MC0","1.78","-0.11","-6.179775","18472.0","598.0","1.775","1.78","58.0","1.89","1.91","1.775","1.89","3.376002E7","9",,"2011-08-10 15:01:01",
"GMG","5IM","0.215","0.0","0.0","12584.0","3644.0","0.21","0.215","37.0","0.22","0.225","0.215","0.215","2758190.0","B",,"2011-08-10 15:01:01",
"Golden Ocean","KU3","0.81","-0.05","-6.1728396","4.0","1.0","0.795","0.81","1.0","0.81","0.81","0.81","0.86","3240.0","7",,"2011-08-10 15:01:01",
"GoldenAgr","E5H","0.645","0.0050","0.7751938","139282.0","5123.0","0.64","0.645","9917.0","0.65","0.665","0.635","0.64","9.064172E7","B",,"2011-08-10 15:01:01",
"GoldenAgr.ES.1108@","OQ5","0.65","0.65","100.0","10.0","50.0","0.635","0.65","50.0","0.65","0.65","0.65","0.0","6500.0","5",,"2011-08-10 15:01:01",
"Goldtron","536","0.0020","0.0","0.0","85.0","63572.0","0.0020","0.0030","866.0","0.0030","0.0030","0.0020","0.0020","210.0","2",,"2011-08-10 15:01:01",
"Goodland","5PC","0.0","0.0","0.0","0.0","20.0","0.245","0.27","61.0","0.0","0.0","0.0","0.27","0.0","9",,"2011-08-10 15:01:01",
"Goodpack","G05","1.77","-0.01","-0.56497175","153.0","2.0","1.765","1.77","41.0","1.78","1.815","1.77","1.78","272135.0","A",,"2011-08-10 15:01:01",
"GP Bat","G08","1.17","-0.02","-1.7094017","44.0","9.0","1.15","1.18","15.0","1.17","1.18","1.17","1.19","51530.0","2","CD","2011-08-10 15:01:01",
"GP Ind","G20","0.48","0.0","0.0","30.0","31.0","0.48","0.49","25.0","0.49","0.49","0.48","0.48","14600.0","2","CD","2011-08-10 15:01:01",
"GrandBanks","G50","0.0","0.0","0.0","0.0","8.0","0.27","0.465","1.0","0.0","0.0","0.0","0.365","0.0","2",,"2011-08-10 15:01:01",
"Great Group","I5H","0.0","0.0","0.0","0.0","12.0","0.152","0.18","20.0","0.0","0.0","0.0","0.2","0.0","2",,"2011-08-10 15:01:01",
"GreatEast","G07","14.3","-0.08","-0.55944055","11.0","3.0","14.18","14.5","1.0","14.3","14.3","14.3","14.38","157300.0","8","CD","2011-08-10 15:01:01",
"GRP","G18","0.19","-0.0050","-2.631579","56.0","4.0","0.19","0.198","8.0","0.19","0.19","0.19","0.195","10640.0","4",,"2011-08-10 15:01:01",
"GuangzhaoIFB","G21","0.022","-0.0010","-4.5454545","1190.0","160.0","0.021","0.022","195.0","0.025","0.025","0.021","0.023","26430.0","B",,"2011-08-10 15:01:01",
"GulTech","G09","0.0","0.0","0.0","0.0","20.0","0.075","0.085","50.0","0.0","0.0","0.0","0.081","0.0","2",,"2011-08-10 15:01:01",
"GuocoLand","F17","2.05","-0.04","-1.9512196","112.0","33.0","2.05","2.07","22.0","2.05","2.1","2.05","2.09","232180.0","9",,"2011-08-10 15:01:01",
"GuocoLeisure","B16","0.625","-0.02","-3.2","1413.0","15.0","0.62","0.63","74.0","0.65","0.655","0.62","0.645","910965.0","1",,"2011-08-10 15:01:01",
"GuthrieG","G33","0.43","-0.01","-2.3255813","665.0","62.0","0.43","0.435","11.0","0.44","0.445","0.43","0.44","290315.0","4",,"2011-08-10 15:01:01",
"Hafary","5PP","0.295","0.0","0.0","6.0","50.0","0.26","0.285","20.0","0.295","0.295","0.295","0.295","1770.0","4",,"2011-08-10 15:01:01",
"Hai Leck","GG7","0.21","0.0","0.0","10.0","18.0","0.205","0.23","50.0","0.21","0.21","0.21","0.21","2100.0","A",,"2011-08-10 15:01:01",
"HanKore","B22","0.035","-0.0020","-5.714286","4475.0","1318.0","0.035","0.036","632.0","0.038","0.039","0.035","0.037","165172.0","A",,"2011-08-10 15:01:01",
"Harry s","5SS","0.0","0.0","0.0","0.0","99.0","0.105","0.12","19.0","0.0","0.0","0.0","0.111","0.0","6",,"2011-08-10 15:01:01",
"Hartawan","5FU","0.095","-0.0070","-7.3684216","2895.0","130.0","0.09","0.1","130.0","0.103","0.103","0.095","0.102","287052.0","7",,"2011-08-10 15:01:01",
"Haw Par","H02","5.89","-0.11","-1.8675722","46.0","2.0","5.88","5.94","4.0","5.98","5.99","5.89","6.0","273540.0","1",,"2011-08-10 15:01:01",
"Healthway","5NG","0.075","-0.0010","-1.3333333","3597.0","1966.0","0.075","0.076","100.0","0.076","0.078","0.075","0.076","273356.0","A",,"2011-08-10 15:01:01",
"Heatec","5OR","0.295","-0.0050","-1.6949153","611.0","5.0","0.235","0.3","172.0","0.295","0.295","0.295","0.3","180245.0","A",,"2011-08-10 15:01:01",
"Heeton","5DP","0.425","-0.01","-2.352941","107.0","10.0","0.42","0.425","10.0","0.435","0.435","0.425","0.435","46125.0","9",,"2011-08-10 15:01:01",
"Heng Long","F6Z","0.475","-0.01","-2.1052632","20.0","10.0","0.455","0.48","3.0","0.475","0.475","0.475","0.485","9500.0","2",,"2011-08-10 15:01:01",
"Hengxin","I85","0.21","-0.01","-4.7619047","10.0","4.0","0.21","0.215","110.0","0.23","0.23","0.21","0.22","2180.0","2",,"2011-08-10 15:01:01",
"Hengyang","5PD","0.0","0.0","0.0","0.0","5.0","0.35","0.495","3.0","0.0","0.0","0.0","0.51","0.0","A",,"2011-08-10 15:01:01",
"Hersing","H28","0.225","0.0","0.0","60.0","29.0","0.225","0.23","45.0","0.22","0.225","0.22","0.225","13250.0","A",,"2011-08-10 15:01:01",
"HG Metal","526","0.085","-0.0050","-5.882353","176.0","84.0","0.084","0.089","18.0","0.09","0.09","0.085","0.09","15080.0","4",,"2011-08-10 15:01:01",
"Hi-P","H17","0.78","-0.04","-5.1282053","117.0","2.0","0.775","0.78","49.0","0.76","0.79","0.76","0.82","91005.0","2",,"2011-08-10 15:01:01",
"Hiap Hoe","5JK","0.44","-0.01","-2.2727273","454.0","2.0","0.44","0.445","11.0","0.465","0.465","0.44","0.45","201455.0","9",,"2011-08-10 15:01:01",
"Hiap Seng","510","0.31","-0.01","-3.2258065","201.0","20.0","0.305","0.31","41.0","0.315","0.32","0.31","0.32","63140.0","3","XD","2011-08-10 15:01:01",
"HiapTong","5PO","0.08","-0.018","-22.5","5.0","113.0","0.08","0.108","8.0","0.08","0.08","0.08","0.098","400.0","7",,"2011-08-10 15:01:01",
"HISAKA","FV2","0.415","-0.0050","-1.2048193","834.0","22.0","0.36","0.405","4.0","0.42","0.43","0.415","0.42","350325.0","2",,"2011-08-10 15:01:01",
"HKLand US$","H78","5.93","-0.27","-4.55312","4450.0","13.0","5.93","5.95","37.0","6.2","6.25","5.85","6.2","2.685282E7","9","CD","2011-08-10 15:01:01",
"HL Asia","H22","1.8","-0.05","-2.777778","432.0","23.0","1.79","1.8","23.0","1.87","1.89","1.785","1.85","793050.0","2",,"2011-08-10 15:01:01",
"HL Fin","S41","2.6","-0.05","-1.923077","395.0","31.0","2.6","2.62","9.0","2.65","2.7","2.6","2.65","1042530.0","8",,"2011-08-10 15:01:01",
"HL Global","L18","0.0","0.0","0.0","0.0","20.0","0.04","0.0","0.0","0.0","0.0","0.0","0.049","0.0","6",,"2011-08-10 15:01:01",
"HLH","H27","0.019","0.0010","5.2631583","4240.0","400.0","0.018","0.019","307.0","0.019","0.02","0.017","0.018","79692.0","3",,"2011-08-10 15:01:01",
"HLN Tech","5HH","0.0","0.0","0.0","0.0","100.0","0.181","0.21","10.0","0.0","0.0","0.0","0.19","0.0","2",,"2011-08-10 15:01:01",
"HMI","588","0.09","-0.0050","-5.5555553","301.0","1.0","0.09","0.092","25.0","0.092","0.092","0.09","0.095","27190.0","A",,"2011-08-10 15:01:01",
"HMIN ADR 10US$+","K3UD","0.0","0.0","0.0","0.0","0.0","0.0","36.2","1.5","0.0","0.0","0.0","44.28","0.0","6",,"2011-08-10 15:01:01",
"HNP ADR 10US$","K3FD","0.0","0.0","0.0","0.0","0.8","16.89","17.02","1.4","0.0","0.0","0.0","17.3","0.0","D",,"2011-08-10 15:01:01",
"Ho Bee","H13","1.3","-0.03","-2.3076923","1184.0","430.0","1.3","1.305","29.0","1.31","1.31","1.29","1.33","1541410.0","9",,"2011-08-10 15:01:01",
"Ho Bee.ES.1108@","OQ4","0.0","0.0","0.0","0.0","25.0","1.29","1.315","25.0","0.0","0.0","0.0","0.0","0.0","5",,"2011-08-10 15:01:01",
"Ho Royal","H12","2.23","0.05","2.2421525","4.0","1.0","2.2","2.23","1.0","2.26","2.26","2.23","2.18","8980.0","6",,"2011-08-10 15:01:01",
"HockLianSeng","J2T","0.27","0.0","0.0","742.0","159.0","0.27","0.275","276.0","0.265","0.27","0.265","0.27","200335.0","3",,"2011-08-10 15:01:01",
"Hoe Leong","H20","0.265","-0.015","-5.6603775","135.0","60.0","0.255","0.26","30.0","0.265","0.265","0.25","0.28","35385.0","4",,"2011-08-10 15:01:01",
"HoGCen","H18","0.71","-0.01","-1.4084507","10.0","5.0","0.69","0.72","15.0","0.71","0.71","0.71","0.72","7100.0","6",,"2011-08-10 15:01:01",
"HongFok","H30","0.47","-0.015","-3.1914895","174.0","47.0","0.465","0.47","18.0","0.49","0.495","0.465","0.485","83895.0","9",,"2011-08-10 15:01:01",
"Hongwei","H80","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.185","0.0","2",,"2011-08-10 15:01:01",
"Hor Kew","H06","0.05","0.0","0.0","56.0","12.0","0.048","0.067","100.0","0.048","0.05","0.048","0.05","2788.0","3",,"2011-08-10 15:01:01",
"Hosen","5EV","0.09","-0.015","-16.666666","50.0","60.0","0.076","0.099","100.0","0.09","0.09","0.09","0.105","4500.0","4",,"2011-08-10 15:01:01",
"Hotung","NT1","0.132","-0.0040","-3.030303","224.0","195.0","0.132","0.135","77.0","0.132","0.135","0.131","0.136","29889.0","8",,"2011-08-10 15:01:01",
"HPH Trust US$","NS8U","0.695","-0.025","-3.5971224","34148.0","915.0","0.69","0.695","1347.0","0.735","0.735","0.69","0.72","2.4292104E7","7","XD","2011-08-10 15:01:01",
"HPL","H15","2.01","-0.07","-3.482587","186.0","39.0","2.0","2.01","1.0","2.09","2.11","2.0","2.08","376250.0","1",,"2011-08-10 15:01:01",
"HrGlass","E5P","1.06","0.01","0.9433963","281.0","5.0","1.06","1.065","4.0","1.065","1.065","1.04","1.05","295435.0","4",,"2011-08-10 15:01:01",
"HsuFuChi","AS5","4.0","0.02","0.5","311.0","20.0","3.99","4.0","22.0","4.0","4.01","3.98","3.98","1244000.0","2",,"2011-08-10 15:01:01",
"HSR 500","502","0.0","0.0","0.0","0.0","3.0","0.23","0.3","30.0","0.0","0.0","0.0","0.27","0.0","2",,"2011-08-10 15:01:01",
"HTL Int","H64","0.36","-0.02","-5.5555553","133.0","45.0","0.34","0.36","17.0","0.375","0.375","0.36","0.38","49730.0","2",,"2011-08-10 15:01:01",
"Hu An","KI3","0.27","0.0","0.0","1102.0","119.0","0.265","0.275","62.0","0.265","0.28","0.265","0.27","302575.0","2",,"2011-08-10 15:01:01",
"Hu An 100","OH2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.275","0.0","2",,"2011-08-10 15:01:01",
"HuanHsin","H16","0.0","0.0","0.0","0.0","5.0","0.12","0.15","90.0","0.0","0.0","0.0","0.131","0.0","2",,"2011-08-10 15:01:01",
"Hup Soon","5JY","0.11","-0.015","-13.636364","195.0","80.0","0.111","0.129","80.0","0.11","0.111","0.11","0.125","21501.0","A",,"2011-08-10 15:01:01",
"HupSteel","H73","0.199","0.0070","3.5175881","50.0","2.0","0.192","0.199","95.0","0.2","0.2","0.199","0.192","9985.0","4",,"2011-08-10 15:01:01",
"HwaHong","H19","0.495","-0.01","-2.020202","915.0","4.0","0.495","0.5","50.0","0.5","0.51","0.495","0.505","458520.0","1","CD","2011-08-10 15:01:01",
"Hyflux","600","1.795","0.015","0.8356546","1949.0","78.0","1.795","1.8","78.0","1.78","1.81","1.76","1.78","3493500.0","A","CD","2011-08-10 15:01:01",
"Hyflux 6% CPS 10","N2H","105.0","-0.38","-0.36190477","7.1","0.23","104.8","105.0","0.1","105.38","105.58","105.0","105.38","747976.0","A",,"2011-08-10 15:01:01",
"IFS","I49","0.39","-0.01","-2.5641026","16.0","10.0","0.385","0.39","1.0","0.4","0.4","0.39","0.4","6300.0","8",,"2011-08-10 15:01:01",
"Inch Kenneth","I4R","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","B",,"2011-08-10 15:01:01",
"Indiabulls","F3EU","0.0","0.0","0.0","0.0","10.0","0.17","0.195","151.0","0.0","0.0","0.0","0.205","0.0","9",,"2011-08-10 15:01:01",
"IndoAgri","5JS","1.335","-0.01","-0.7490637","6364.0","21.0","1.33","1.335","12.0","1.4","1.405","1.325","1.345","8748195.0","2",,"2011-08-10 15:01:01",
"IndoAgri.ES.1108@","OQ3","0.0","0.0","0.0","0.0","14.0","1.325","1.35","14.0","0.0","0.0","0.0","1.625","0.0","5",,"2011-08-10 15:01:01",
"Infinio","5CS","0.0","0.0","0.0","0.0","17141.0","0.0050","0.0060","6338.0","0.0","0.0","0.0","0.0060","0.0","A",,"2011-08-10 15:01:01",
"Informatics","I03","0.065","-0.0050","-7.692308","1182.0","50.0","0.063","0.065","13.0","0.067","0.069","0.065","0.07","78854.0","A",,"2011-08-10 15:01:01",
"Inno-Pac","I26","0.0080","0.0","0.0","78.0","642.0","0.0080","0.01","309.0","0.0080","0.0080","0.0080","0.0080","624.0","6",,"2011-08-10 15:01:01",
"InnoTek","M14","0.34","-0.025","-7.352941","1030.0","98.0","0.34","0.345","82.0","0.36","0.36","0.34","0.365","355995.0","2",,"2011-08-10 15:01:01",
"Innovalu","591","0.085","0.0","0.0","63.0","4.0","0.085","0.1","30.0","0.08","0.085","0.08","0.085","5255.0","2",,"2011-08-10 15:01:01",
"Interra Res","5GI","0.128","-0.0020","-1.5625","55.0","3.0","0.128","0.13","10.0","0.13","0.13","0.128","0.13","7056.0","C",,"2011-08-10 15:01:01",
"Intraco","I06","0.23","0.0","0.0","5.0","25.0","0.23","0.27","3.0","0.23","0.23","0.23","0.23","1150.0","1",,"2011-08-10 15:01:01",
"Inv Beve Biz EURO S","J0T","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8",,"2011-08-10 15:01:01",
"Ipco","I11","0.011","-0.0010","-9.090909","239.0","8.0","0.011","0.012","2832.0","0.011","0.011","0.011","0.012","2629.0","3",,"2011-08-10 15:01:01",
"IP Cmdty.ETN.100US$@","J1QZ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5",,"2011-08-10 15:01:01",
"IPC Corp","I12","0.126","0.0010","0.7936508","81.0","20.0","0.126","0.132","18.0","0.126","0.126","0.125","0.125","10185.0","9",,"2011-08-10 15:01:01",
"IPSCOM","571","0.0","0.0","0.0","0.0","15.0","0.04","0.047","10.0","0.0","0.0","0.0","0.048","0.0","2",,"2011-08-10 15:01:01",
"Isetan(S)","I15","0.0","0.0","0.0","0.0","2.0","3.15","3.8","1.0","0.0","0.0","0.0","3.31","0.0","4",,"2011-08-10 15:01:01",
"IS ASIA BND 100US$@","N6M","0.0","0.0","0.0","0.0","20.0","10.09","10.14","20.0","0.0","0.0","0.0","10.08","0.0","8",,"2011-08-10 15:01:01",
"IS DJ USTECH 10US$@","I21","0.0","0.0","0.0","0.0","5.0","60.06","60.37","5.0","0.0","0.0","0.0","59.57","0.0","8",,"2011-08-10 15:01:01",
"IS LC BND 100US$@","N6L","10.31","0.16","1.5518913","112.6","15.0","10.32","10.37","15.0","10.2","10.31","10.2","10.15","1153766.0","8",,"2011-08-10 15:01:01",
"IS MSCI INDIA100US$@","I98","6.65","0.0","0.0","760.4","74.2","6.66","6.67","0.1","6.63","6.7","6.63","6.65","5065754.0","8",,"2011-08-10 15:01:01",
"IS MSCI SIN 100US$@","I19","13.03","-0.38","-2.916347","9.0","2.0","12.86","12.89","5.0","13.13","13.13","13.03","13.41","117690.0","8",,"2011-08-10 15:01:01",
"IS S&P500 10US$@","I17","117.88","-1.12","-0.9501188","1.01","4.0","117.7","118.18","0.2","118.7","118.7","117.78","119.0","118991.0","8",,"2011-08-10 15:01:01",
"ISDN","I07","0.15","-0.0080","-5.333333","30.0","5.0","0.146","0.15","83.0","0.15","0.15","0.15","0.158","4500.0","A",,"2011-08-10 15:01:01",
"ITech Grp","N6H","0.061","-0.0040","-6.557377","2.0","53.0","0.061","0.07","35.0","0.061","0.061","0.061","0.065","122.0","A",,"2011-08-10 15:01:01",
"ITE","581","0.0","0.0","0.0","0.0","55.0","0.034","0.046","34.0","0.0","0.0","0.0","0.038","0.0","4",,"2011-08-10 15:01:01",
"JacksInt","J11","0.0","0.0","0.0","0.0","36.0","0.06","0.1","80.0","0.0","0.0","0.0","0.1","0.0","4",,"2011-08-10 15:01:01",
"Jackspeed^","J17","0.0","0.0","0.0","0.0","17.0","0.07","0.12","147.0","0.0","0.0","0.0","0.12","0.0","2",,"2011-08-10 15:01:01",
"Jadason","J03","0.066","0.0040","6.060606","214.0","50.0","0.057","0.066","20.0","0.061","0.066","0.061","0.062","13778.0","4",,"2011-08-10 15:01:01",
