"Name","Code","Last","Change","%","Vol","Buy Vol","Buy Price","Sell Price","Sell Vol","Open","High","Low","Previous Close","Value","Sector","Remarks","Timestamp"
"Matex","M15","0.0","0.0","0.0","0.0","112.0","0.054","0.06","30.0","0.0","0.0","0.0","0.053","0.0","2",,"2011-07-26 18:22:40",
"Maveric","553","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.61","0.0","2",,"2011-07-26 18:22:40",
"MDR","A27","0.0060","0.0","0.0","6341.0","10859.0","0.0060","0.0070","39316.0","0.0060","0.0070","0.0060","0.0060","38546.0","A",,"2011-07-26 18:22:40",
"Medi-Flex","5FF","0.0","0.0","0.0","0.0","50.0","0.09","0.1","63.0","0.0","0.0","0.0","0.09","0.0","2",,"2011-07-26 18:22:40",
"Medtecs","546","0.077","0.0070","9.09091","4.0","1.0","0.075","0.078","4.0","0.07","0.078","0.07","0.07","298.0","2",,"2011-07-26 18:22:40",
"Megachem","5DS","0.0","0.0","0.0","0.0","29.0","0.181","0.21","10.0","0.0","0.0","0.0","0.195","0.0","4",,"2011-07-26 18:22:40",
"Meghmani SDS","M30","0.0","0.0","0.0","0.0","5.0","0.159","0.199","5.0","0.0","0.0","0.0","0.16","0.0","2",,"2011-07-26 18:22:40",
"Meiban Gp","M24","0.295","0.0","0.0","103.0","209.0","0.295","0.3","109.0","0.295","0.295","0.295","0.295","30385.0","2",,"2011-07-26 18:22:40",
"MemstarT","5MS","0.041","0.0010","2.4390244","161.0","3120.0","0.04","0.042","115.0","0.041","0.041","0.04","0.04","6551.0","2",,"2011-07-26 18:22:40",
"Memtech","M26","0.136","0.0060","4.4117646","50.0","50.0","0.135","0.138","71.0","0.136","0.136","0.136","0.13","6800.0","2",,"2011-07-26 18:22:40",
"Mencast","5NF","0.59","0.03","5.084746","2819.0","99.0","0.59","0.595","65.0","0.565","0.605","0.565","0.56","1660285.0","2",,"2011-07-26 18:22:40",
"Mercator","EE6","0.21","0.0","0.0","727.0","76.0","0.21","0.215","150.0","0.21","0.215","0.21","0.21","153740.0","7",,"2011-07-26 18:22:40",
"Mermaid","DU4","0.37","0.02","5.4054055","1488.0","124.0","0.365","0.37","32.0","0.35","0.37","0.35","0.35","539490.0","A",,"2011-07-26 18:22:40",
"Metal Comp","5DX","0.058","-0.0070","-12.068967","430.0","200.0","0.055","0.058","12.0","0.058","0.058","0.058","0.065","24940.0","2",,"2011-07-26 18:22:40",
"MetaxEngg","5HV","0.075","0.0020","2.6666665","78.0","22.0","0.075","0.08","78.0","0.075","0.075","0.075","0.073","5850.0","A",,"2011-07-26 18:22:40",
"MetroHldg","M01","0.78","0.0","0.0","420.0","259.0","0.78","0.785","27.0","0.785","0.785","0.78","0.78","329155.0","4",,"2011-07-26 18:22:40",
"Mewah","MV4","0.78","0.0050","0.64102566","4223.0","533.0","0.78","0.785","119.0","0.77","0.79","0.77","0.775","3302670.0","2",,"2011-07-26 18:22:40",
"MFG ADR 10US$","N6DD","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.99","0.0","8",,"2011-07-26 18:22:40",
"MFS Tech","5BM","0.1","0.0050","5.0","120.0","96.0","0.095","0.1","80.0","0.095","0.1","0.095","0.095","11500.0","2",,"2011-07-26 18:22:40",
"Micro-Mech","5DD","0.0","0.0","0.0","0.0","10.0","0.435","0.48","117.0","0.0","0.0","0.0","0.425","0.0","2",,"2011-07-26 18:22:40",
"Mirach Ener","C68","0.0","0.0","0.0","0.0","4.0","0.115","0.12","100.0","0.0","0.0","0.0","0.122","0.0","A",,"2011-07-26 18:22:40",
"Miyoshi","M03","0.09","0.0020","2.222222","20.0","38.0","0.088","0.099","82.0","0.09","0.09","0.09","0.088","1800.0","2",,"2011-07-26 18:22:40",
"MIDAS","5EN","0.61","0.0","0.0","5892.0","145.0","0.61","0.615","799.0","0.61","0.62","0.605","0.61","3603095.0","2",,"2011-07-26 18:22:40",
"MIDAS.ES.1107@","OD9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5",,"2011-07-26 18:22:40",
"MIDAS.ES.1108@","OP9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5",,"2011-07-26 18:22:40",
"MITech","M11","0.0","0.0","0.0","0.0","50.0","0.1","0.0","0.0","0.0","0.0","0.0","0.096","0.0","2",,"2011-07-26 18:22:40",
"Moya Asia","5BT","0.078","0.0","0.0","4799.0","65.0","0.078","0.079","605.0","0.077","0.079","0.076","0.078","372721.0","A",,"2011-07-26 18:22:40",
"MR ADR 10US$+","K3QD","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","27.0","0.0","A",,"2011-07-26 18:22:40",
"MSC 100","NC9","1.79","0.07","3.9106145","22.8","5.0","1.755","1.8","11.0","1.75","1.79","1.75","1.72","40236.0","C",,"2011-07-26 18:22:40",
"MTQ Corp","M05","0.9","0.0","0.0","40.0","20.0","0.9","0.905","20.0","0.9","0.9","0.9","0.9","36000.0","2","CD","2011-07-26 18:22:40",
"MTU ADR 10US$","N5YD","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.44","0.0","8",,"2011-07-26 18:22:40",
"MultiChem","M06","0.136","0.0010","0.7352941","19.0","62.0","0.136","0.15","1.0","0.15","0.15","0.136","0.135","2598.0","2",,"2011-07-26 18:22:40",
"Mun Siong","MF6","0.153","-0.0030","-1.9607844","25.0","115.0","0.153","0.16","80.0","0.153","0.153","0.153","0.156","3825.0","A",,"2011-07-26 18:22:40",
"Murata 100 Yen1k","M20","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2",,"2011-07-26 18:22:40",
"N507100A 120401 10","7PKS","0.0","0.0","0.0","0.0","0.5","102.425","102.64","0.5","0.0","0.0","0.0","102.53","0.0","5",,"2011-07-26 18:22:40",
"N507101E 121001 10","7PLS","0.0","0.0","0.0","0.0","0.5","103.343","103.643","0.5","0.0","0.0","0.0","102.928","0.0","5",,"2011-07-26 18:22:40",
"N508100V 130401 10","3LKS","0.0","0.0","0.0","0.0","0.5","102.7","103.008","0.5","0.0","0.0","0.0","102.75","0.0","5",,"2011-07-26 18:22:40",
"N509100N 141001 10","3UHS","0.0","0.0","0.0","0.0","0.5","103.517","103.947","0.5","0.0","0.0","0.0","103.007","0.0","5",,"2011-07-26 18:22:40",
"N511100W 160401 10","OM1S","0.0","0.0","0.0","0.0","0.5","102.276","102.666","0.5","0.0","0.0","0.0","102.182","0.0","5",,"2011-07-26 18:22:40",
"N708100S 150701 10","3LLS","0.0","0.0","0.0","0.0","0.5","108.96","109.399","1.0","0.0","0.0","0.0","108.603","0.0","5",,"2011-07-26 18:22:40",
"N710100Z 170401 10","OM2S","0.0","0.0","0.0","0.0","0.5","107.962","108.882","0.5","0.0","0.0","0.0","106.83","0.0","5",,"2011-07-26 18:22:40",
"Nam Cheong","N4E","0.194","0.016","8.247422","7832.0","134.0","0.194","0.195","844.0","0.178","0.195","0.178","0.178","1484097.0","2",,"2011-07-26 18:22:40",
"NamLee","G0I","0.0","0.0","0.0","0.0","40.0","0.255","0.265","53.0","0.0","0.0","0.0","0.265","0.0","2",,"2011-07-26 18:22:40",
"NatCool","5IF","0.0","0.0","0.0","0.0","55.0","0.12","0.146","53.0","0.0","0.0","0.0","0.126","0.0","A",,"2011-07-26 18:22:40",
"NeraTel","N01","0.375","0.0050","1.3333334","139.0","19.0","0.375","0.38","161.0","0.37","0.375","0.37","0.37","52110.0","A",,"2011-07-26 18:22:40",
"NetPac","5QY","0.036","0.0010","2.777778","505.0","45.0","0.036","0.039","100.0","0.035","0.036","0.035","0.035","17730.0","2",,"2011-07-26 18:22:40",
"New Toyo","N08","0.245","-0.0050","-2.0408163","1762.0","42.0","0.245","0.25","66.0","0.255","0.255","0.245","0.25","443215.0","2",,"2011-07-26 18:22:40",
"New Wave","5FX","0.0","0.0","0.0","0.0","2700.0","0.01","0.011","180.0","0.0","0.0","0.0","0.01","0.0","A",,"2011-07-26 18:22:40",
"NewLakeside","5EG","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.02","0.0","2",,"2011-07-26 18:22:40",
"NexGenSCom^","B07","0.026","-0.0010","-3.8461537","3843.0","26266.0","0.025","0.026","470.0","0.026","0.026","0.026","0.027","99918.0","4",,"2011-07-26 18:22:40",
"NEL","597","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.04","0.0","4",,"2011-07-26 18:22:40",
"NH Ceram","5AC","0.0","0.0","0.0","0.0","100.0","0.055","0.065","65.0","0.0","0.0","0.0","0.057","0.0","4",,"2011-07-26 18:22:40",
"Nico Steel","5GF","0.0","0.0","0.0","0.0","40.0","0.08","0.095","36.0","0.0","0.0","0.0","0.09","0.0","4",,"2011-07-26 18:22:40",
"Nippecraft","N32","0.0","0.0","0.0","0.0","30.0","0.047","0.065","20.0","0.0","0.0","0.0","0.045","0.0","2",,"2011-07-26 18:22:40",
"Nobel Des","547","0.3","0.0050","1.6666666","86.0","24.0","0.295","0.305","20.0","0.29","0.3","0.29","0.295","25530.0","A",,"2011-07-26 18:22:40",
"Noble Grp","N21","1.865","0.015","0.8042895","18315.0","1241.0","1.865","1.87","346.0","1.85","1.875","1.835","1.85","3.4130792E7","4",,"2011-07-26 18:22:40",
"Noble Grp.ES.1107@","OE1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.83","0.0","5",,"2011-07-26 18:22:40",
"Noble Grp.ES.1108@","OP7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5",,"2011-07-26 18:22:40",
"Noel","543","0.0","0.0","0.0","0.0","10.0","0.18","0.225","5.0","0.0","0.0","0.0","0.19","0.0","4",,"2011-07-26 18:22:40",
"Nomura Yen1k","N33","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.99","0.0","8",,"2011-07-26 18:22:40",
"Nordic","MR7","0.165","0.0020","1.2121211","237.0","48.0","0.165","0.168","15.0","0.161","0.165","0.161","0.163","38665.0","A",,"2011-07-26 18:22:40",
"Novo Gp","MR8","0.0","0.0","0.0","0.0","20.0","0.33","0.385","10.0","0.0","0.0","0.0","0.385","0.0","4","CD","2011-07-26 18:22:40",
"NOL","N03","1.44","-0.01","-0.6944444","6656.0","438.0","1.435","1.44","529.0","1.45","1.45","1.43","1.45","9582195.0","7",,"2011-07-26 18:22:40",
"NOL.ES.1107@","OE0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.455","0.0","5",,"2011-07-26 18:22:40",
"NOL.ES.1108@","OP8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5",,"2011-07-26 18:22:40",
"NSL","N02","1.325","0.0050","0.37735847","52.0","52.0","1.32","1.33","10.0","1.33","1.33","1.325","1.32","69110.0","1",,"2011-07-26 18:22:40",
"Ntegrator","5HC","0.0","0.0","0.0","0.0","300.0","0.021","0.022","152.0","0.0","0.0","0.0","0.022","0.0","A",,"2011-07-26 18:22:40",
"NTES ADR 10US$+","K3MD","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","46.96","0.0","A",,"2011-07-26 18:22:40",
"NX02100S 120701 10","OM6S","0.0","0.0","0.0","0.0","0.5","103.186","103.486","0.5","0.0","0.0","0.0","103.363","0.0","5",,"2011-07-26 18:22:40",
"NX03100Z 130701 10","OM4S","0.0","0.0","0.0","0.0","0.5","103.881","104.111","0.5","0.0","0.0","0.0","103.953","0.0","5",,"2011-07-26 18:22:40",
"NX04100F 140701 10","OM3S","0.0","0.0","0.0","0.0","0.5","109.556","109.976","0.5","0.0","0.0","0.0","109.467","0.0","5",,"2011-07-26 18:22:40",
"NX09100W 190601 10","3UIS","0.0","0.0","0.0","0.0","0.5","105.726","106.546","0.5","0.0","0.0","0.0","104.523","0.0","5",,"2011-07-26 18:22:40",
"NX11100X 210601 10","OM0S","0.0","0.0","0.0","0.0","0.5","101.167","101.907","0.5","0.0","0.0","0.0","100.358","0.0","5",,"2011-07-26 18:22:40",
"NY01100F 160901 10","OM7S","0.0","0.0","0.0","0.0","0.5","115.709","116.679","1.5","0.0","0.0","0.0","115.807","0.0","5",,"2011-07-26 18:22:40",
"NY03100A 180901 10","OM5S","0.0","0.0","0.0","0.0","0.5","118.38","119.23","0.5","0.0","0.0","0.0","118.422","0.0","5",,"2011-07-26 18:22:40",
"NY05100N 200901 10","6SUS","0.0","0.0","0.0","0.0","0.5","111.295","112.025","0.5","0.0","0.0","0.0","111.14","0.0","5",,"2011-07-26 18:22:40",
"NY07100X 220901 10","7PMS","0.0","0.0","0.0","0.0","0.5","108.784","109.774","0.5","0.0","0.0","0.0","107.987","0.0","5",,"2011-07-26 18:22:40",
"NY09100H 240901 10","3UJS","0.0","0.0","0.0","0.0","0.5","106.043","107.123","0.5","0.0","0.0","0.0","106.1","0.0","5",,"2011-07-26 18:22:40",
"NZ07100S 270301 10","7QQS","0.0","0.0","0.0","0.0","0.1","111.138","111.75","0.5","0.0","0.0","0.0","110.808","0.0","5",,"2011-07-26 18:22:40",
"NZ10100F 300901 10","OL9S","102.0","0.394","0.3862745","0.5","0.5","101.998","102.15","0.5","102.0","102.0","102.0","101.606","51000.0","5",,"2011-07-26 18:22:40",
"Oakwell","584","0.067","-0.0010","-1.4925373","190.0","10.0","0.067","0.068","100.0","0.067","0.067","0.067","0.068","12730.0","4",,"2011-07-26 18:22:40",
"Ocean Int^","O30","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.015","0.0","2",,"2011-07-26 18:22:40",
"Ocean Sky","O05","0.0","0.0","0.0","0.0","880.0","0.12","0.125","122.0","0.0","0.0","0.0","0.117","0.0","2",,"2011-07-26 18:22:40",
"Oceanus","579","0.2","-0.0050","-2.5","4023.0","930.0","0.2","0.205","2164.0","0.2","0.205","0.198","0.205","802927.0","4",,"2011-07-26 18:22:40",
"OCBC Bk","O39","9.88","0.01","0.10121457","3631.0","23.0","9.87","9.88","51.0","9.82","9.88","9.72","9.87","3.5768996E7","8",,"2011-07-26 18:22:40",
"OCBC Bk 4.2%NCPS","O15","1.025","-0.0050","-0.4878049","10.0","167.0","1.025","1.035","110.0","1.025","1.025","1.025","1.03","10250.0","8",,"2011-07-26 18:22:40",
"OCBC Bk 4.5%NCPS 100","O16","0.0","0.0","0.0","0.0","0.5","103.4","103.6","0.1","0.0","0.0","0.0","103.5","0.0","8",,"2011-07-26 18:22:40",
"OCBC Bk 5.1%NCPS 100","F4B","107.58","0.08","0.07436326","1.8","0.8","107.58","107.78","0.1","107.6","108.0","107.58","107.5","193993.0","8",,"2011-07-26 18:22:40",
"OCBC Bk.ES.1107@","OE3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9.74","0.0","5",,"2011-07-26 18:22:40",
"OCBC Bk.ES.1108@","OP5","9.81","-0.04","-0.40774718","1.0","0.0","0.0","0.0","0.0","9.81","9.81","9.81","9.85","9810.0","5",,"2011-07-26 18:22:40",
"OCC 3.93% NCPS 10","O31","99.7","0.15","0.15045136","0.6","0.2","99.55","99.7","0.2","99.55","99.7","99.55","99.55","59803.0","8",,"2011-07-26 18:22:40",
"OCC 5.1% NCPS 100","GG0","107.84","0.04","0.03709199","2.9","0.4","107.84","107.94","0.3","107.84","107.99","107.8","107.8","312987.0","8",,"2011-07-26 18:22:40",
"OGL Resources A$","O02","0.0","0.0","0.0","0.0","51.0","0.08","0.15","37.0","0.0","0.0","0.0","0.1","0.0","B",,"2011-07-26 18:22:40",
"OKP","5CF","0.64","-0.01","-1.5625","2219.0","300.0","0.635","0.64","10.0","0.65","0.655","0.635","0.65","1432710.0","3","CD","2011-07-26 18:22:40",
"Olam","O32","2.61","-0.02","-0.7662836","6178.0","35.0","2.61","2.62","222.0","2.61","2.63","2.59","2.63","1.612206E7","4",,"2011-07-26 18:22:40",
"Olam 100","OL8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.66","0.0","4",,"2011-07-26 18:22:40",
"Olam.ES.1107@","OE2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5",,"2011-07-26 18:22:40",
"Olam.ES.1108@","OP6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5",,"2011-07-26 18:22:40",
"OldChangK","5ML","0.0","0.0","0.0","0.0","1.0","0.32","0.34","44.0","0.0","0.0","0.0","0.31","0.0","2",,"2011-07-26 18:22:40",
"OmegaNav 50","O57","0.44","-0.05","-11.363636","13.8","2.2","0.44","0.475","5.0","0.49","0.49","0.44","0.49","6132.0","7",,"2011-07-26 18:22:40",
"Oniontech","5HG","0.0","0.0","0.0","0.0","30.0","0.032","0.042","30.0","0.0","0.0","0.0","0.038","0.0","A",,"2011-07-26 18:22:40",
"OrchardP","O10","1.73","0.015","0.867052","552.0","43.0","1.725","1.73","10.0","1.71","1.735","1.71","1.715","950960.0","9",,"2011-07-26 18:22:40",
"OrientFood","5FI","0.0","0.0","0.0","0.0","30.0","0.076","0.088","67.0","0.0","0.0","0.0","0.082","0.0","2",,"2011-07-26 18:22:40",
"Ossia","O08","0.0","0.0","0.0","0.0","45.0","0.13","0.14","30.0","0.0","0.0","0.0","0.14","0.0","4",,"2011-07-26 18:22:40",
"OSIM","O23","1.55","0.0","0.0","2246.0","101.0","1.545","1.55","18.0","1.56","1.585","1.54","1.55","3511835.0","4",,"2011-07-26 18:22:40",
"Otto Marine","G4F","0.2","-0.0050","-2.5","1164.0","80.0","0.199","0.2","50.0","0.2","0.2","0.2","0.205","232800.0","2",,"2011-07-26 18:22:40",
"Ouhua","AJ2","0.041","-0.0040","-9.756098","30.0","70.0","0.041","0.05","105.0","0.041","0.041","0.041","0.045","1230.0","4",,"2011-07-26 18:22:40",
"OUE Ltd","LJ3","2.91","-0.02","-0.6872852","1576.0","84.0","2.9","2.92","35.0","2.94","2.94","2.9","2.93","4588557.0","6",,"2011-07-26 18:22:40",
"Oxley","5SC","0.365","0.01","2.739726","316.0","80.0","0.36","0.365","158.0","0.355","0.365","0.355","0.355","112425.0","9",,"2011-07-26 18:22:40",
"Pac Andes","P11","0.265","0.0","0.0","1293.0","699.0","0.265","0.27","1372.0","0.265","0.27","0.265","0.265","343585.0","2",,"2011-07-26 18:22:40",
"Pac Cent","P15","0.195","0.0030","1.5384617","102.0","200.0","0.193","0.195","183.0","0.195","0.195","0.194","0.192","19889.0","8",,"2011-07-26 18:22:40",
"Pacific HC","P47","0.136","0.0","0.0","75.0","50.0","0.136","0.138","50.0","0.136","0.136","0.136","0.136","10200.0","A",,"2011-07-26 18:22:40",
"PacShipTr US$","P48U","0.37","0.0","0.0","736.0","193.0","0.365","0.37","840.0","0.37","0.37","0.37","0.37","272320.0","7","XD","2011-07-26 18:22:40",
"Pan Asian","5EW","0.0","0.0","0.0","0.0","108.0","0.085","0.105","162.0","0.0","0.0","0.0","0.088","0.0","4",,"2011-07-26 18:22:40",
"Pan Hong","P36","0.42","-0.015","-3.5714288","74.0","7.0","0.42","0.43","100.0","0.43","0.43","0.42","0.435","31390.0","9","CD","2011-07-26 18:22:40",
"Pan Pacific","H49","1.95","0.0","0.0","5.0","1.0","1.94","1.95","10.0","1.93","1.95","1.93","1.95","9715.0","6",,"2011-07-26 18:22:40",
"PanUnited","P52","0.495","0.01","2.020202","22.0","4.0","0.495","0.5","23.0","0.49","0.5","0.49","0.485","10890.0","4",,"2011-07-26 18:22:40",
"PCA Tech","P06","0.0","0.0","0.0","0.0","160.0","0.142","0.155","60.0","0.0","0.0","0.0","0.142","0.0","2",,"2011-07-26 18:22:40",
"PCI","P19","0.0","0.0","0.0","0.0","10.0","0.44","0.495","5.0","0.0","0.0","0.0","0.46","0.0","2",,"2011-07-26 18:22:40",
"Penguin","P13","0.0","0.0","0.0","0.0","65.0","0.092","0.1","84.0","0.0","0.0","0.0","0.093","0.0","7",,"2011-07-26 18:22:40",
"PerennialCRT","N9LU","0.64","0.0","0.0","574.0","632.0","0.64","0.645","224.0","0.64","0.645","0.64","0.64","367735.0","9",,"2011-07-26 18:22:40",
"Pertama","P22","0.645","-0.0050","-0.7751938","24.0","17.0","0.645","0.65","58.0","0.645","0.645","0.645","0.65","15480.0","4",,"2011-07-26 18:22:40",
"Petra","P34","1.94","0.08","4.123711","27.0","247.0","1.85","1.95","6.0","1.9","1.94","1.9","1.86","51340.0","2",,"2011-07-26 18:22:40",
"PEC","IX2","1.07","0.015","1.401869","391.0","95.0","1.06","1.07","97.0","1.055","1.07","1.055","1.055","414080.0","A",,"2011-07-26 18:22:40",
"PFood","P05","0.73","0.0050","0.6849315","560.0","10.0","0.725","0.73","355.0","0.73","0.73","0.715","0.725","406790.0","2",,"2011-07-26 18:22:40",
"Pharmesis","P31","0.0","0.0","0.0","0.0","35.0","0.032","0.04","10.0","0.0","0.0","0.0","0.033","0.0","2",,"2011-07-26 18:22:40",
"PKX ADR 10US$","N5ZD","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","101.62","0.0","2",,"2011-07-26 18:22:40",
"Plastoform^","P82","0.0","0.0","0.0","0.0","20.0","0.021","0.033","300.0","0.0","0.0","0.0","0.02","0.0","2",,"2011-07-26 18:22:40",
"PlatoCap","5PI","0.0","0.0","0.0","0.0","32.0","0.168","0.195","166.0","0.0","0.0","0.0","0.175","0.0","A",,"2011-07-26 18:22:40",
"PLife REIT","C2PU","1.86","0.01","0.53763443","324.0","27.0","1.855","1.86","14.0","1.84","1.86","1.84","1.85","599505.0","9",,"2011-07-26 18:22:40",
"PM Data","P12","0.0","0.0","0.0","0.0","60.0","0.133","0.148","10.0","0.0","0.0","0.0","0.133","0.0","2","CD","2011-07-26 18:22:40",
"PNE Ind","P07","0.0","0.0","0.0","0.0","55.0","0.053","0.06","52.0","0.0","0.0","0.0","0.055","0.0","2",,"2011-07-26 18:22:40",
"PNE Micron","5BS","0.0","0.0","0.0","0.0","172.0","0.037","0.04","26.0","0.0","0.0","0.0","0.04","0.0","2",,"2011-07-26 18:22:40",
"PohTC","P01","0.0","0.0","0.0","0.0","12.0","0.405","0.435","13.0","0.0","0.0","0.0","0.43","0.0","7",,"2011-07-26 18:22:40",
"Pollux","5AE","0.07","0.0040","5.714286","205.0","199.0","0.07","0.075","200.0","0.07","0.07","0.07","0.066","14350.0","3",,"2011-07-26 18:22:40",
"Popular","P29","0.164","0.0","0.0","30.0","450.0","0.163","0.164","2.0","0.163","0.164","0.163","0.164","4910.0","4","CD","2011-07-26 18:22:40",
"Portek","P09","1.4","0.0","0.0","1.0","10399.0","1.4","1.405","400.0","1.4","1.4","1.4","1.4","1400.0","A",,"2011-07-26 18:22:40",
"Progen","583","0.117","0.0020","1.7094017","7916.0","46.0","0.117","0.118","233.0","0.115","0.12","0.114","0.115","924784.0","3",,"2011-07-26 18:22:40",
"PRU 500US$","K6S","0.0","0.0","0.0","0.0","0.5","9.0","0.0","0.0","0.0","0.0","0.0","11.1","0.0","8",,"2011-07-26 18:22:40",
"PSCCorp","DM0","0.235","0.0","0.0","100.0","195.0","0.23","0.235","8.0","0.235","0.235","0.235","0.235","23500.0","4",,"2011-07-26 18:22:40",
"PSL Hldg","L6T","0.385","0.02","5.194805","40106.0","1412.0","0.385","0.39","1760.0","0.365","0.395","0.36","0.365","1.527843E7","3",,"2011-07-26 18:22:40",
"Pteris","J74","0.145","-0.0040","-2.7586207","522.0","50.0","0.146","0.148","50.0","0.145","0.145","0.145","0.149","75690.0","2",,"2011-07-26 18:22:40",
"PTR ADR 10US$","K3OD","144.66","-0.31","-0.21429558","2.65","0.8","143.82","144.66","0.3","144.08","144.66","143.83","144.97","382601.0","2",,"2011-07-26 18:22:40",
"Q&M Dental","JW8","0.855","0.0050","0.5847953","4688.0","29.0","0.855","0.86","42.0","0.87","0.87","0.85","0.85","4021725.0","A",,"2011-07-26 18:22:40",
"QAF","Q01","0.725","-0.0050","-0.6896551","1540.0","115.0","0.71","0.725","50.0","0.72","0.725","0.7","0.73","1103910.0","2",,"2011-07-26 18:22:40",
"QianHu","552","0.104","-0.0010","-0.96153843","370.0","283.0","0.104","0.105","58.0","0.103","0.105","0.103","0.105","38530.0","A",,"2011-07-26 18:22:40",
"Qingmei","KT9","0.193","0.0020","1.0362694","286.0","5.0","0.192","0.193","97.0","0.191","0.193","0.191","0.191","54996.0","2",,"2011-07-26 18:22:40",
"Radiance","5DC","0.086","0.0070","8.139535","10.0","25.0","0.069","0.085","10.0","0.086","0.086","0.086","0.079","860.0","2",,"2011-07-26 18:22:40",
"Raffles Edu","NR7","0.585","0.01","1.7094017","1513.0","60.0","0.585","0.59","464.0","0.58","0.59","0.575","0.575","880265.0","A",,"2011-07-26 18:22:40",
"RafflesMG","R01","2.38","0.03","1.2605041","379.0","51.0","2.37","2.38","73.0","2.36","2.38","2.36","2.35","897540.0","A","CD","2011-07-26 18:22:40",
"Ramba","R14","0.62","-0.01","-1.6129032","11783.0","2195.0","0.615","0.62","185.0","0.625","0.635","0.62","0.63","7369020.0","7",,"2011-07-26 18:22:40",
"RenewableEne","5DW","0.068","0.0060","8.823529","4177.0","45.0","0.068","0.069","30.0","0.062","0.068","0.062","0.062","276624.0","2",,"2011-07-26 18:22:40",
"Reyphon","CZ3","0.15","0.0","0.0","40.0","10.0","0.15","0.16","56.0","0.15","0.15","0.15","0.15","6000.0","2",,"2011-07-26 18:22:40",
"RH Energy","CL7","0.19","0.0050","2.631579","31.0","3.0","0.172","0.19","138.0","0.18","0.19","0.18","0.185","5590.0","A",,"2011-07-26 18:22:40",
"RH PetroGas","T13","0.71","-0.0050","-0.70422536","32.0","15.0","0.71","0.72","5.0","0.72","0.72","0.71","0.715","22870.0","2",,"2011-07-26 18:22:40",
"Rickmers","B1ZU","0.41","0.0","0.0","486.0","390.0","0.405","0.41","497.0","0.405","0.41","0.405","0.41","198960.0","7","CD","2011-07-26 18:22:40",
"Riverstone","AP4","0.385","0.0","0.0","6.0","3.0","0.375","0.385","93.0","0.385","0.385","0.385","0.385","2310.0","2",,"2011-07-26 18:22:40",
"Rokko","5LU","0.131","0.0010","0.76335883","80.0","100.0","0.13","0.14","54.0","0.131","0.131","0.131","0.13","10480.0","2",,"2011-07-26 18:22:40",
"Rotary","R07","0.825","0.015","1.8181819","395.0","32.0","0.82","0.825","140.0","0.81","0.825","0.81","0.81","323145.0","3",,"2011-07-26 18:22:40",
"Rotol^","R10","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.02","0.0","2","XD","2011-07-26 18:22:40",
"Rowsley","A50","0.085","0.0020","2.3529413","639.0","149.0","0.084","0.085","49.0","0.082","0.086","0.082","0.083","53767.0","A",,"2011-07-26 18:22:40",
"Roxy-Pacific","E8Z","0.48","0.0","0.0","101.0","85.0","0.47","0.48","83.0","0.48","0.48","0.48","0.48","48480.0","9",,"2011-07-26 18:22:40",
"Ryobi Kiso","J8O","0.151","-0.0040","-2.6490068","15.0","5.0","0.153","0.159","100.0","0.155","0.155","0.151","0.155","2305.0","3",,"2011-07-26 18:22:40",
"S pura Fin","S23","0.0","0.0","0.0","0.0","5.0","1.645","1.67","5.0","0.0","0.0","0.0","1.65","0.0","8",,"2011-07-26 18:22:40",
